id,text
102002010,"the children of the goddess, Queen Marika. She who is vessel of the Elden Ring."
102002020,"Tainted by the strength of their runes, her children warred, but none could become Elden Lord."
102002030,"And so grace was extended, to your kind, the Tarnished."
102002040,"Listen, the Fingers speak."
102002050,"""The Greater Will has long renounced the demigods."""
102002060,"""Tarnished, show no mercy. Have their heads. Take all they have left."""
102002070,"""The Fingers have willed it so."""
102002080,...Indeed. But remember one thing.
102002090,The demigods are each and all the direct offspring of Queen Marika.
102002100,Godrick the Grafted was but a distant relation...
102002110,"The runt of the litter, his divine blood sorely diluted."
102003000,"Well, well… I see…"
102003010,A remembrance of gold has found its way into your possession.
102003020,"Demigods, and even the greater of the champions,"
102003030,"are hewn by the Erdtree upon their end, into remembrances."
102003040,They are…valuable indeed.
102003050,These remembrances yet house the power of their former masters.
102003060,"And should you wish to wield that same power, well…"
102003070,I will lend you the strength of the Fingers.
102003080,Heh… Do not recoil from my offer.
102003090,"The Fingers guide us all. And you Tarnished, you are here to take, are you not?"
102004000,Ah. You have returned. What is it?
102005000,"Now, go forth."
102005010,Let the words of the Fingers guide you.
102010000,"I had my doubts, but...my, look at you."
102010010,Only once before have I seen two Great Runes together.
102010020,Look there. The Fingers shudder with exuberance.
102010030,"""Fine work, brave Tarnished. The Greater Will is pleased."""
102010040,"""You have earned the right to become Elden Lord."""
102010050,"""Now, seek the Erdtree, and an audience with Queen Marika."""
102010060,"""To become Elden Lord, and restore the Golden Order."""
102010070,The Fingers expect...
102010080,As much from you as they do young Gideon.
102010090,Take this. A token of farewell.
102011000,"Now, go forth."
102011010,Become Elden Lord.
102012000,"Queen Marika is the vessel of the Elden Ring, carrier of its vision."
102012010,"A god, in truth."
102012020,"But after the Elden Ring's shattering, she was imprisoned in the Erdtree."
102012030,"A grim punishment for shattering the Order, despite her godhood."
102012040,The Fingers speak...
102012050,"""Marika's trespass demanded a heavy sentence."""
102012060,"""But even in shackles, she remains a god, and the vision's vessel."""
102012070,"""Confer Great Runes to become Elden Lord, and join Queen Marika as her consort."""
102012080,"""The Fingers have willed it so."""
102012090,"Now, you may go."
102020000,"Well, you managed to return."
102020010,You know what this means. The Erdtree has spurned you.
102020020,The Fingers remain still.
102020030,"Shaken by this turn of events, they are busy consulting the Greater Will."
102020040,"When they are finished, the Fingers will again offer their guidance."
102020050,"But thousands, if not tens of thousands, of moons must first pass."
102020060,No matter for me. But you? How will you ever manage the wait...
102020070,"My, oh, my..."
102021000,It may be thousands upon thousands of moons before the fingers again offer their guidance.
102021010,"My, oh, my. Whatever will you do…"
102030000,Heavens forbid...
102030010,That is not the domain of mere men.
102030020,"The burning of the Erdtree is the first cardinal sin. And you say you seek the power of the Rune of Death, too?"
102030030,The Rune of Death goes by two names; the other is Destined Death.
102030040,"The forbidden shadow, plucked from the Golden Order upon its creation…"
102030050,Unleashing the rune now would be unthinkable...
102030060,The Fingers would never permit it. Nor would the Greater Will.
102030070,...
102030080,...
102030090,But here we are...
102030100,"The Fingers, dormant, severing our link to the Greater Will."
102030110,"The realm, and all life, in ruins. Impossible events transpire, beyond the ken of the Fingers."
102030120,Who is to say that the cardinal sin must be cardinal forever?
102030130,Go on. Finish the job.
102030140,Take the course you deem most worthy.
102031000,You must find kindling.
102031010,"Only the smoldering flame in the Great Forge of the Giants, on the highest peak in the Lands Between, can burn the Erdtree."
102031020,But special kindling is required to reignite the flame.
102031030,"For the flame to burn the Erdtree, a sacrifice is needed. Of one who envisions the flame."
102031040,And can lead you to the Rune of Death.
102040000,"You've done it, I see."
102040010,"What use do you have for me, now?"
102040020,"I am a Finger Reader. I will remain here, until their dialogue ends, and the Fingers speak again."
102040030,Do as you please. Take whatever course seems most worthy to you.
102040040,"Now, you may go."
102041000,"Heh, heh, heh."
102041010,"You'd force this tired old crone to work, even now?"
102041020,A harder taskmaster have I never met.
102042000,"Don't worry, my dear."
102042010,"I'll see it to the end with you, if it please."
102043000,"Now, go forth."
102043010,Do what you believe is right.
102100000,"Oh, such a fine gift, I will gladly accept."
102100010,But don't raise your hopes;
102100020,I have no secrets for you to plunder.
102100030,"I lost my appetite for them a lifetime ago, or more."
102101000,<sleeping>
106001000,"A pleasure to meet thee, Tarnished."
106001010,I am the witch Renna.
106001020,I'd heard tell of a Tarnished hurtling about atop a spectral steed.
106001030,"And upon looking into the matter,"
106001040,"the talk, I surmise, is of thee."
106001050,"Thou'rt possessed of the power, no?"
106001060,To call forth the spectral steed named Torrent.
106002000,Ah. As I had hoped.
106002010,"I was entrusted this, for thee."
106002020,By Torrent's former master.
106002030,Tis a bell for calling forth spirits.
106002040,"Summon them with it, from ash unreturned to the Erdtree."
106002050,"The spirits will obey thine command but briefly, as they recall battles past."
106002060,Now it is thine. To do with as thou wishest.
106003000,"Forgive mine intrusion, Tarnished."
106003010,"I doubt we shall again meet. But all the same, learn well the Lands Between."
106003020,"How long will it be, I wonder..."
106003030,Before the Tarnished tire of obeisance to the Two Fingers?
106003040,...
106004000,"This way, Tarnished."
106004010,May I have a word?
106010000,"Trifle not with me, Tarnished."
106010010,Or didst thou merely forget?
106010020,The name of the spectral steed thou callest?
106011000,I will ask thee again.
106011010,"Thou'rt possessed of the power, no?"
106011020,To call forth the spectral steed named Torrent.
106012000,"Quite the stubborn one, aren't we?"
106012010,"Wise, in a way. The Lands Between are home to liars and cheats aplenty."
106012020,Perhaps thine ample mistrust will be to thy benefit.
106012030,"I shall leave this for thee, at the behest of Torrent's former master."
106012040,"Take it, shouldst thou overcome thy suspicion."
106012050,...
106020000,What hopest thou to profit?
106020010,...
106020020,"No sense in arguing, I see."
106020030,"Thou'rt a wild one, indeed."
106020040,Torrent hath quite the ruffian chosen...
106020050,...
106030000,"Let us speak of the past, a while."
106030010,I was once an Empyrean.
106030020,"Of the demigods, only I, Miquella, and Malenia could claim that title."
106030030,"Each of us was chosen by our own Two Fingers, as a candidate to succeed Queen Marika, to become the new god of the coming age."
106030040,But I would not acquiesce to the Two Fingers.
106030050,"I stole the Rune of Death, slew mine own Empyrean flesh, casting it away."
106030060,I would not be controlled by that thing.
106030070,The Two Fingers and I have been cursing each other ever since...
106030080,And the Baleful Shadows...are their assassins.
106101000,"Oh, again we cross paths."
106101010,"I believe I said my name was Renna, when last we met."
106101020,It pleaseth me to see Torrent hale and hearty...
106101030,"But Tarnished, what business hast thou here?"
106101040,I have no memory of inking thee an invitation.
106102000,"Mm? a Tarnished, here?"
106102010,"Thou must have some business in mind, to come all this way."
106102020,Though I have no memory of inking thee an invitation.
106110000,"I see. Quite the sleuth, aren't we."
106110010,"Indeed, I am the witch Ranni."
106110020,"I stole a fragment of the Rune of Death, and used it to forge the godslaying black knives through fearsome rite."
106110030,I did it all.
106110040,"But sadly for thee, the cursemark thou seekest is not to be found here."
106110050,"I have slain the body I was born into, and cast it away."
106110060,And it is upon that flesh the cursemark is carved.
106111000,Hah!
106111010,And why should I reveal that to thee?
106111020,"I performed the act not to bury the past, nor in shame of the deed,"
106111030,"but all the same, thy begging compels me not a jot."
106111040,The cursemark thou seekest is not here. That is all I will say.
106111050,"Now, begone."
106112000,The cursemark thou seekest is not here. That is all I will say.
106112010,"Now, begone."
106113000,"Oh, is that so?"
106113010,"Thou wouldst render me aid, is that thy proposal?"
106113020,"Affording thyself opportunity to grope about for the cursemark's location, no doubt?"
106113030,...
106113040,Very well...
106113050,There's nothing wrong with a well-laid scheme.
106113060,"What's more, if my past and past wounds beckon to thee,"
106113070,I am curious enough to see what thy destiny portends...
106113080,I'll allow it. Enter my service.
106113090,And good hunting to thee.
106120000,Hah!
106120010,"No reason in particular, thou claimest?"
106120020,Intriguing. Then mayhaps fate hath steered thee to this reunion.
106120030,Intriguing. Then mayhaps fate hath steered thee to this encounter.
106120040,...
106120050,Wilt thou enter into my service?
106120060,"I am the witch Ranni. I stole Death long ago, and search now for the dark path."
106120070,"That I might one day upend the whole of it, and rid the world of all that came before."
106120080,Well? Has that roused thy interest?
106121000,I see. A choice well made.
106121010,Thou'rt a rare sort. Not many would have accepted the offer.
106121020,But I require as much of those under my command.
106121030,I anticipate good work from thee.
106122000,I see. More's the pity.
106122010,"Come to me again, shouldst thou change thy heart."
106122020,Surrendering thyself into the service of a doll-witch...
106122030,Is not as frightful as thou fearest...
106123000,"Ah, art thou persuaded to my cause?"
106123010,"Then, again I shall ask, wilt thou enter into my service?"
